 >> <<<<<<<<<<<<< STARTING NEW SNAKES GAME :: 01:59:45 >>>>>>>>>>>>>>
 >> Opponent Script Path: C:/Users/TLP-001/Downloads/Maor_and_Weingertan_Snake.py
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 26
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 26
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 26
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: Red, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 27
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: Red, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 28
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: Red, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: None, Green Score: 29
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, -1), Green Food: Red, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (-1, 0), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: None, Green Score: 30
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (0, 1), Green Food: Red, Green Score: 31
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 31
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 3
    Green Direction: (1, 0), Green Food: None, Green Score: 31
 >> THE GAME IS DONE - Blue Snake Score: 23, Green Snake Score: 51


 >> <<<<<<<<<<<<< STARTING NEW SNAKES GAME :: 16:37:56 >>>>>>>>>>>>>>
 >> Opponent Script Path: C:/Users/TLP-001/Downloads/Maor_and_Weingertan_Snake (1).py
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 0
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: Red, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: None, Green Score: 1
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, 1), Green Food: Red, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (1, 0), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: None, Green Score: 2
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (0, -1), Green Food: Red, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
    Green Direction: (-1, 0), Green Food: None, Green Score: 3
 >> Blue Direction: (0, -1), Blue Food: None, Blue Score: 0
